iucn,IUCN Category,spec,Species,cou,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,881,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,202,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,240,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,439,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,1561,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,1561,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,114,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,43,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,113,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,270,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,2613,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,2613,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,197,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,111,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,362,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,670,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,197,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,111,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,362,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,NBR,Number,0,Units,,,12145,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,NBR,Number,0,Units,,,1282,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,4562,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,1932,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,110,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,42,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,214,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,366,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,110,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,42,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,214,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,6103,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,199,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,153,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,426,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,199,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,153,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,2013,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,1308,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,67,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,35,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,102,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,204,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,67,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,35,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,102,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,2288,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,123,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,67,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,184,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,RUS,Russia,NBR,Number,0,Units,,,63,,
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,3452,,
TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,3119,,
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,80,,
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,254,,
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,334,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,80,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,254,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,5305,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,5257,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,19,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,2,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,17,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,7,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,4,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,3,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,24,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,8,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,16,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,50,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,14,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,36,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,AUS,Australia,PC,Percentage,0,Units,,,29,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,AUS,Australia,PC,Percentage,0,Units,,,17,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,AUS,Australia,PC,Percentage,0,Units,,,6,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,AUS,Australia,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,AUS,Australia,PC,Percentage,0,Units,,,7,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,AUS,Australia,PC,Percentage,0,Units,,,1,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,84,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,84,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,84,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,84,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,18,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,18,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,6,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,15,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,15,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,39,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,39,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,18,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,18,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,6,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,15,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,15,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,,,27,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,,,66,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,AUT,Austria,NBR,Number,0,Units,,,9,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,,,12,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,,,985,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,39,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,39,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,AUT,Austria,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,AUT,Austria,PC,Percentage,0,Units,,,31,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,AUT,Austria,PC,Percentage,0,Units,,,64,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,AUT,Austria,PC,Percentage,0,Units,,,60,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,AUT,Austria,PC,Percentage,0,Units,,,33,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,AUT,Austria,PC,Percentage,0,Units,,,46,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,AUT,Austria,PC,Percentage,0,Units,,,46,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,AUT,Austria,PC,Percentage,0,Units,,,27,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,AUT,Austria,PC,Percentage,0,Units,,,31,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,AUT,Austria,PC,Percentage,0,Units,,,64,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,AUT,Austria,PC,Percentage,0,Units,,,60,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,AUT,Austria,PC,Percentage,0,Units,,,33,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,AUT,Austria,PC,Percentage,0,Units,,,46,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,AUT,Austria,PC,Percentage,0,Units,,,46,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,142,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,99,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,43,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,123,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,99,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,24,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,4,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,3,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,1,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,3,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,2,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,1,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,22,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,9,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,13,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,29,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,14,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,15,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,4,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,3,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,1,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,3,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,2,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,1,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,22,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,9,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,13,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,,,18,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,BEL,Belgium,NBR,Number,0,Units,,,55,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,BEL,Belgium,NBR,Number,0,Units,,,4,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,,,6,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,BEL,Belgium,NBR,Number,0,Units,,,423,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,BEL,Belgium,NBR,Number,0,Units,,,29,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,BEL,Belgium,NBR,Number,0,Units,,,14,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,BEL,Belgium,NBR,Number,0,Units,,,15,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,BEL,Belgium,PC,Percentage,0,Units,,,21,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,BEL,Belgium,PC,Percentage,0,Units,,,28,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,BEL,Belgium,PC,Percentage,0,Units,,,40,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,BEL,Belgium,PC,Percentage,0,Units,,,32,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,BEL,Belgium,PC,Percentage,0,Units,,,23,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,BEL,Belgium,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,BEL,Belgium,PC,Percentage,0,Units,,,14,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,BEL,Belgium,PC,Percentage,0,Units,,,35,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,BEL,Belgium,PC,Percentage,0,Units,,,28,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,BEL,Belgium,PC,Percentage,0,Units,,,31,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,BEL,Belgium,PC,Percentage,0,Units,,,57,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,BEL,Belgium,PC,Percentage,0,Units,,,38,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,BEL,Belgium,PC,Percentage,0,Units,,,29,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,BEL,Belgium,PC,Percentage,0,Units,,,24,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MARINE_F,Marine Fish,BEL,Belgium,PC,Percentage,0,Units,,,14,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,BEL,Belgium,PC,Percentage,0,Units,,,63,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,1376,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,1211,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,165,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,1361,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,1211,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,150,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,25,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,11,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,14,,
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,,,11,,
CRITICAL,Number of critically endangered species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,26,,
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,CAN,Canada,NBR,Number,0,Units,,,5,,
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,,,2,,
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CAN,Canada,NBR,Number,0,Units,,,315,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,9,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,3,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,54,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,38,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,16,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,88,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,52,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,36,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,25,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,11,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,14,,
CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,,,11,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,26,,
CRITICAL_IND,Number of critically endangered indigenous species,REPTILE,Reptiles,CAN,Canada,NBR,Number,0,Units,,,5,,
CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,,,2,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CAN,Canada,NBR,Number,0,Units,,,315,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,9,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,3,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,54,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,38,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,16,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,,,52,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CAN,Canada,NBR,Number,0,Units,,,88,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CAN,Canada,NBR,Number,0,Units,,,26,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,,,16,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CAN,Canada,NBR,Number,0,Units,,,1107,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CAN,Canada,NBR,Number,0,Units,,,88,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,CAN,Canada,NBR,Number,0,Units,,,52,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CAN,Canada,NBR,Number,0,Units,,,36,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CAN,Canada,PC,Percentage,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CAN,Canada,PC,Percentage,0,Units,,,13,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CAN,Canada,PC,Percentage,0,Units,,,58,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CAN,Canada,PC,Percentage,0,Units,,,34,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CAN,Canada,PC,Percentage,0,Units,,,21,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CAN,Canada,PC,Percentage,0,Units,,,6,,
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,CAN,Canada,PC,Percentage,0,Units,,,4,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,CAN,Canada,PC,Percentage,0,Units,,,22,,
